polarity,tweet
4,@Itxi_Itx as soon as the coma part starts I will 
0,@justicejewelry the shipping to the US is much higher unfortunately ... from memory about three times the price 
4,Waiting for David to get his lunch hour. It's such a beautiful day today 
4,@bilalhouri I feel exactly the same way  *good morning!*
0,@ShelLovesCheese aw no  I'm sorry bout your cat 
4,@sweetsugarheart - no problem. 
4,@buckhollywood: It must be nice to be popular   At first I thought you had written 'album' instead of 'alum'   Have a great day 
4,@leightonmarissa EVERYONE's addicted to twitter! 
4,@jakerockland Haha. Where did yew have rockclimbing camp? An Wow  an Idk noones pissed me off taday. An i didnt think bout sumone all day!
0,Summer just began and im already borded!!! 
0,I wish the format was still together 
0,@real_tom Good to know. I'll be putting my coffeetable up soon. Hope you didn't get screwed. 
0,@TiaMowry Would be nice if the show was on 
0,She hates me cuz I don't like dancing! 
4,"@pgha before single-stream recycling, we always had piles to bring to CJ. now the piles go away every other week and no driving. "
0,"via @retweet_it: Not Only Was Steve Jobs Sick, He Had A Liver Transplant. http://bit.ly/15d2Xq and he will live only 4 10 more yrs "
4,Reviewing Portal: I liked it!  http://blippr.com/b/d793
4,@downesy i can sympathise--back problems are awful. Does heat help? How about wine   Do you think the crumpet will make a comeback?
4,Good god. Tonight was the shit. I freaking love my friends. 
4,http://twitpic.com/6a5zp - me and my granma 
4,@CrisXmusic The Fun Boy Three 
0,my lip still hurts  still got portugal to look forward to in 4 days!
4,"@99_AflacRacing keep it up @99_AflacRacing, you and Carl are doing a great job! "
4,@flarehead109 Hey.  I don't think you scared her. What did you send her anyway?
0,@natalieox I really want to go to that one but im not allowed  xx
0,@NathanFlores17 our school is not too popular.. 
0,I gotta pic of my baby cousin as my photo frame widget on my home screen. I just glanced at it.......I miss her lil' grown self. 
0,@riskybizness23 You never write back babe.... my feelings are hurt 
4,@synnemx haha. that's awesome  I want one!
4,"bright lights, big city. "
0,@ezmiley it stopped 
0,Very impressive accommodation... I could swear it smells like a trough lolly in here. Not sure how I am going to fall asleep 
0,"I really have to sit down today and focus on editing. I'm getting too far behind. Not good  Nicole, Bink, Angela, Aggy and Sammie to come"
0,"@alyssaaa6  okay, i'll let you know"
4,Tiffy has a conference in California in July ... she will be packing me in her carry on 
4,@tiaraaaaa haloo juga  thanks ya udah follow. kamu anak mana?
0,accidentally deleted 60 photos while formating the memory card 
4,Had a fun day with Glory  it helped keep my mind off of things.
4,"@scarybunnies Abrams has his quirks for sure.   I'll summarize my post like this: decent flick, but NOT a &quot;Star Trek&quot; story."
0,Falling from my mind like the rain from the sky... gotta be a better way to deal with this 
4,@MRCOMMODORE thanks! 
4,Nick Simmons is totaly HOT!  &quot;Angel of Music
0,'do you feel the love? Let god in. Love jesus'. Oh no. It is a christian concert 
0,@macyfouse im sorry!!  my mother can be retarded sometimes...
4,@natthecat11  Hi Nat!! 
0,my teeth feel like they're going to fall out 
0,Very long day ahead of me  i wish it would stop raining...
4,@lameymacdonald  haha!  It's so much fun.    How are you? Cloudy and raining a bit here.  Did you get all your chores done yesterday?
4,"www.rock-cat.webs.com ,, and www.littlecat92.webs.com the first one is my new makeupblog and the other one is My pictures.,my song texts "
4,"If the said things were lies; it is really ok, am quite used to it "
4,too bad spongebobs not here to enjoy spongebob not being hear 
4,3 out of 6 harddrives in my own office server just failed overnight - what a great way to start the week 
4,goin for a walk 
0,@Thomasdequinc YES it is  its freezing
0,#sims3 just arrived! Won't be able to enjoy it til 2moro though as I have family over (who want to go see Terminator 4) &amp; a work shift! 
0,@danaschurer yess the old line up. i miss them boys 
0,"I hate that I have to wake up at 4:30 am on Fri/Sat, just to attend orientation  Too late to skip out, nao -_-"
4,@Casi_76 yes it is slightly wrong to hate your brother  and with me and my sister it's complicated but I deal with it for the sake of the
4,"The road is long and, in the end, the journey is the destination.... (Whitey  )"
4,@FrankieTheSats gotta be nate and THAT smile....  or Chuck and his dinner jackets and limo! Or dan... Or Rufus for that matter ;-) xx
4,@SmittnbyBritain Thanks!  I'll make sure my mom gets the hug.     http://tinyurl.com/qkueu8
4,@Jenna5432 you've been musing very deeply today...hope everything is going ok 
0,"this is a sad day  | we can build a new tomorrow, today | Messing things for 6th part."
0,@vonnietastic It makes me sad that the only time I see your face is through your constant twitpics   merrr
0,OMG ! I cant live without my computer 
0,"@DontEverThink I actually found out who won about a month ago lol, possibly more than that actually... accidentally "
0,"@JayneRelf it's true, can't believe Jordan is going to be 21 in 7 years "
0,wishing i had marvelous misadventures of flap jack on DVD 
4,@r0xii we will have to compare notes in Nov 
0,"@Junelove1 oh, dear, Junie!  I hope you'll get well soon &amp; be healty &amp; happy, coz you have so light soul! I'll pray God give you heath."
0,@ddsy it would be more fun to send tweets through our phones ! 
4,"@lonemat lol.   how about hugs from...7 ellies, a yeasty, and bear?"
4,Chelsea Lately is an amazing show.  Hilarious. 
4,@shiralazar Just saw you -  great job!  I'll be using some of those on my trip across country this summer. 
0,Will have to miss end of Man U vs Everton ass I have to turn up at a work meeting later 
4,Hi Twitter.. having coffee 
4,@manz76  Own herbs and all... You've done well then!!! I'm impressed - I wish I had my own herbs 
4,I had coverage two days in a row.  I think they hate me!  
4,"graduation rehearsal, beach, pedicure, lecanto's graduation all with the love of my life  &lt;3"
0,Nevermind. Raining in mtns &amp; in Moab. Today is Porc-free riding diet.  guess I'll head up to Vernal. #fb
0,i miss ben stiller on twitter 
4,@MikeMayer really? Thats hilarious! Don't tweet so hard 
0,@sugarscamp I was FED! 
0,starting the rutine..on my way to school 
0,@mikeyswag i'll cop before i go to work and pregame on the train lol  (sad what my life has turned into)
0,I think someone is mad at me ...... 
0,missed CSI LV 
4,"@north korea supposedly (and JUST JESTING HERE!! STRICTLY!) It has the range to hit Alaska! Bubbye , finally, Palin! "
0,"Off to the curve for some food, need to get a pair of new sunglasses as somebody sat on mine "
4,2/3 of the way done with Week 3 of Couch to 5K. Incline + Humidity hurts. Blueberry pancakes will make it better 
0,worked 9 hours today. my back is killing me. sleep and then work at 1045 tomorrow morning. all i want is sleep 
0,As much as I'm liking my work and Bombay I miss constant access to interwebs and Twitter 
4,everyone . This is my first tweet from my cellular device 
0,@kyluhtoots have to go to the gym after meeting Juz eh.  we're still meeting before you leave right?
0,pff Starting at 7:30 in the office is early 
4,@falconsview *raises hand* Id love to sit in too 
4,@WollemiPine I am not!But yes I know its like spam if you ask me!;) But lets not hurt our followers 
0,Ready to go home.. 
0,@misskeribaby Omg!!! I just seen that movie on bootlege... but I didn't have the glasses 
4,easily amused by the fact that motorway patrol will be back on tv on june 25 
0,"@GoldCoastDiva @GoldCoastDiva First the Nuggets, now the Cavaliers! Aww man... "
0,@IzaArtillero nope its still july 8 here in PH 
4,"@mikewat sorry to hear that. Go lift some weights, that usually helps getting aggressions out "
0,Is going to bed at 2. :/ this evening was fun-ish but I miss her like a crazy mother F*********  I love her.
0,We may well have evolved brains that are not suited to understanding evolution. Bummer  #bhadhs
0,doesnt feel like she has a friend in the world (the world being UK and Australia)  
0,is upset.   http://plurk.com/p/subnh
0,"I'm working on 1 question. Fucking flat interest shiz. Wht should I do with it, I'm clueless "
0,Can you be in love with your ipod? Cuz I think I'm in love with mine! Cept youtube still wont work 
4,going to get nicolas fish today then me and her are camping tonight  x
4,"Ok about to board, see you in the morning Sydney! "
0,"@nicaboii, I haven't seen you in class and it's the second week already! Are you sick or something? "
4,@zeldman Thank you for those suggestions!  a colloquial feel is what I'm going for with this design... I'll let you know how I get on...
0,craziest busiest week and the worst phone luck EVERRRRR! lost all my #s AGAIN! 
0,have a cough 
4,http://twitpic.com/6gtvk - what i wake up to in the morning 
4,@nicolesssss  chuck bassssssssssssssssssss you have perfectly quoffed hair
0,Going to a periodontist appt. 
4,Photo: mbb: Congrats to a wonderful trio and their very special organization�  http://tumblr.com/xzf1wkusg
4,"Study, study, study. I want to go swimming. Text me "
4,@Nanette do you ever find yourself calling her em in &quot;real&quot; life? 
0,@Chasaveen No? Tuna oysters scallops sounds heavenly. Leftover antipasti from lunch here 
0,Hey Twit Heads! What's been going on?? ...I been M.I.A. most of the day! 
0,@Christabel_SMM OMG! thats is horrible 
0,Im sooo nervous to take the regents 
0,it wont straighten 
4,@Levinaa_x  TRUST U TO PICK THE DEVIL LOL!!! AHHH SATAN!! RUN!!! 
0,"@stonebriar yeah, it was  and I don't know, hope he did...I have a dog, must be careful lol"
4,@cliffysmom You're welcome! 
0,"@tsuibb No la! Sigh, I made some careless mistakes  I guess the outcome may not be that good... xx"
4,"just like lastlatter, i've re-opened my blog as well "
0,misses Timezone.  http://plurk.com/p/11391k
4,@FoneArena Congrats on the interview mate 
4,@Jamie_127 LOL Just remember how it was after my car accident 
0,Is in class 
4,@rachaelblogs They're looking very impressive... Mike looks fab in a sharp cut suit 
4,Just received a very exciting packagae of #tea samples - and just tried an amazing Gyokoro - wow wow wow  Delicious!
4,Went on a 7 mile hike today.  First time on that trail and it's easy but really boring 
4,"@CADbloke looks like I forgot to throw the text toUpper before comparing for replies. And yes, focus on btnReply - had forgotten, thanks! "
4,it's nice to leave the office when the sun is still up 
0,@lbplate I'm totally jealous. I want to see that so much 
4,This is how you take a Barcamp and make it into a movie trailer  http://vimeo.com/3142717
0,@Vianessa There's only 1 other flight leaving at 9pm but its sold out  they suggest that I try to fly standby but I can't purchase a t ...
4,"@indiblogger .... He's so funny, that it requires serious readership  n I am doing the job.. Thanx btw )"
0,omg so  i pretty much wish corissa could come over haha  doesnt look like thts gona happen  ohh well im going up to the pool soon
4,Hope that One day i will ba at the Google Zeitgeist  Good morning
0,7 am is a lot earlier here than at home 
0,just watched a video on how mcdonalds kills their chickens lol it was so sad!!! 
0,@john_self now that's a balancing act and a half... in character driven works it's easier but in plot driven can be hard not to spoil it 
0,Sometimes i think i want you back. But why chase after someone whose not chasing after you. Ive learned my lesson  *PRiNC3Z*
4,can't believe I was up till 4:30 am playing Monopoly! It was pretty great 
0,I WANT TO GO SEE DANE COOK IN DALLAS ON THE 19TH 
0,Oh no! Surgery. 
0,@al_ice no i havent  not yet. hehe. any good ones in CT?
4,@tonitones where you been? was thinking of yo ub4 - must catch up  saw u online talkin about teachery stuff
0,"Whew. Finally done editing my Friendster account. Haha! Oh, geez. I'm hungry. "
4,@mellyford @luvdollicia @brooklynblondie @candacecabrera @prancersworld @adibwonderwoman @flawlesschyck @miaquinn &lt;&lt; Follow them ladies 
0,"Good morning twitterers. I was offline yesterday but, I lost 27 followers and stopped following 27 ppl. Hmm wasn't me. Something happen? "
0,@Turkish_Goddess awww 
4,@Gr0und yea he's in my class..must remove myself from this thing. MUST. 
0,My BBQ has been rained off 
4,just got back from a ride with the motorcycle  i enjoyed it
4,I am really tired and have to wake up early for school tomorrow! Have an awesome night everyone!  I will tweet away tomorrow as always! &lt;3
0,Praying lifes going to get a bit easier for us soon 
0,soo bored omg. i don't want to learn abt buddhism anymore. 
4,@gwynduffy oh i was leaving the ladies for last.. the female horror fans are always the best 
0,must go to work now *ugh* Holidays are over 
0,Is Really Gonna Miss Certain Seniors 
4,Really looking forward to vacation!!!!! 16 days!! 
4,"For #chanel and #fashion fans, this movie may appeal to you all. Coco avant Chanel - http://bit.ly/9okd5   x"
4,Omg I never realised this.. 11 DAYS UNTIL RUSSELL HOWARD 
4,on kiche's b-party  
0,new japanese place on the doorstep..........rubbish.  I had such high hopes 
0,"@KunalSheth @ajaylulia i m in mumbai only on tuesday, returning same night.. so not possible "
4,"@a_smart_union hot, clear, muggy, and burning here in KC.  I long for overcast skies at this point "
4,@Lilac_Sky Then I start thinking about lunch 
0,"Shit, what a booring day, i have done nothing, Nothin at all "
4,"I'll be in Milwaukee June 8-10, mark your calendars Milwaukee "
4,Back home from the Wookie household. Now to dive into edits on Nemesis.  Or maybe I should work on Dusk of Death. Hmm...
0,Time for some Halo Wars me thinks... against the computer... because I can't afford Xbox Live untill Friday 
4,@gimbat You go Gimby! Keep up the great work and thanks for taking the time to twitter all the updates. Really appreciate it 
4,@hollymae20 DM you bk  x
4,@ztnewetnorb he wanted to be my girlfriend 
4,Work at home FREE and Get FREE website plus FREE $125 when you sign up guys 
4,@BOBreynolds - hey!  where is south jersey do you live?
4,nur atikah mohsin is making drama scene and you talk crap honey  i know you love me
4,@Queens15 Hi ! XavierMedia has found a way to get thousands of Twitter followers: * http://digg.com/u13ota * check it out 
4,in business... canr stay away from twitter 
4,@ATLcatalyst thanks for the follow 
0,i cant find anyone to go to the mall with... 
0,"My 'Following' matrix has KS just above Dara. I click between the two faces, again hoping somehow they might merge and make you incarnate "
4,"Skyler Vernon: Consider yourself SERVED. No one messes with my tree branches, garden hose, newspaper, and mazda! "
4,Praying for great people n great leaders! Can't you see what the amazing things God is going to do? 
0,@greeneash HAHAHAH IN ARGENTINA ITS 02.32  GOOD NIGHT! HAHAHAHAHAA
4,"@elpie Somewhere in the world, the sun is ALWAYS over the yardarm... "
4,"Yay, bro read my tweet and came back online. Spoke with him for sometime  Now start of work"
4,@WingedPotato We'll be there soon! Then your day will be totally awesome! How could it not? You'll be in our glorious presence. 
4,@AthenaATL lol i love that song  but now its we'll all be. duh
0,Hayfever strikes... again 
4,i'm going to sleep guys  goodnight..
4,Im having a dinner with my family 
0,"- don't you hate it when you iPhone battery dies on you, and the nearest charge is 15 miles away "
0,ugh... I have to buy a new pair of chucks because the EX House ate one... FAIL. Beware. Frat houses are apparently hungry for size 4. 
0,while stirring coffee ~ i should practice mindfulness - shirt would still be clean  #senryu
4,"@shanedawson just link us, then delete it in a matter of minutes "
0,doesn't feel so hot &lt;sad panda&gt; 
4,"@mmastando Decided to &quot;join&quot; to be a better communicator.  We'll. No where as public as you, Magoo."
4,Eating grapes for breakfast. Very refreshing i ensure you 
4,"JB HiFi is evil - walked in looking for MP3 players, walked out with GH Metallica. Damn those test booths "
4,"@radiomsn Tio, obrigado por falar comigo. Toca Gives you Hell do The All American Rejects. brigada "
4,I gots into college! 
0,sorry its so hard to keep twittering lately 
4,@waterchicklet I was watching FotR today while working 
0,"btw, love d recipe postings, 'cept this wot happens when i cook http://twitpic.com/68a3d have 2throw d pot away "
0,Kitty keeps jumping and nipping me. Bad stir-crazy cat. 
4,@KayleenDuhh you too girl! 
4,"@westcoast_man i went to three gigs in a row haha, one on wednesday, one thursday, one friday  it was epic!"
0,Watching &quot;He's just not that into you&quot; and wishing the world wasn't so big and that he wasn't so far! 
0,sitting around waiting for him to sneak over. I miss him so much 
0,&amp; I Dont No How Im Going 2Survive When They Take It Away  Its So Hard 2SayMyspaceTwitters Better Then U Ull Be Ok Ive Got2Twitter 2Day
0,Tiring day! I didn't know going to the zoo would be so tiring!!! I didn't manage to see polar bears  
4,"sometimes i think i move too much these days, wonder wat im running from...or running towards "
4,@danjng That's okay Dan. Next time 
4,so maybe plans aren't quite final yet lol..hopefully MIA works out 
0,is excited for the season finale of The Hills tonight! but *can* wait though... since it will be LC's last show. 
4,I just made a Twitter! 
0,And it stopped raining.  Fuckingtastic! )
4,@ohthedotty meh. not going to happen any time soon  not eating choc is hard enough... where did the cookiedough go????
0,"@Diego_MOTLR  sick, and bummed. My sister flew back home from her visit out here with us."
4,@andreweastgate busy till end of next week. week after should be free 
4,Just got home from the football game it was awesome we won  GottaBeSomebody
0,Mooorning. Too early to be considered the weekend  Green Eagle today..  BRING IT. And I'll be back tomorrow everyone. x
4,"@laineyspawtique hey thanks for that, I just did the same for you "
0,almost all moved out! Sadness 
4,im writing this message down right NOW!!   
4,@sarahmatts hahahahaha that's a classic I can hear u sayin that and can jst imagine ur face  haha love it x
4,@jondthompson Very good points-agreed. However Caseys has great coupons and buy 10 get 1 free. Gives me something to work for/accomplish 
4,@babygirlparis hair makeover days are the best! maybe load some pics for some fun cute hair ideas 
0,ther wasnt actually any rain so we went on the boat. no rain yay! but im sunburned  haha
4,Jose's baseball game  http://myloc.me/2eiA
0,Wondering what is my boyfriend doing now? 
4,"@standingstones Thanks for the retweet! btw, have you met my friend @OfficialPeta? "
4,@cheapwebmonkey If you'd be interested in such a thing. 
4,Today we saw in the house of elisa 1º concert of the jonas haha 
4,@ishamay yes.. haha.. i guess. 
0,I need some friends or followers or something!!! I am a loner right now 
4,@Quadrathon please send some pancakes my way sir 
4,"@cronai I would like to see you diving without at least a snorkel. Despite problems, I still prefer sex.  "
0,"Good morning and goodbye. School.  Almost done though...so, so close. ? http://blip.fm/~5jjr9"
0,"Benji is scraped up pretty bad. It bleeds when i sit down,  just thought you needed to know that."
4,"@julesyog Oh Cool, I will be over in a minute then x   What you having?"
0,@Kouneli Be happy you have low voltage then. 
4,"Reading Addicted, wrapped up in the cover. I love these moments. "
4,Out for dinner with family!! 
0,Why do the Lifetime guy and girl always fall in love in 30 seconds! 
0,"@rereality Of course I remember..and as you can tell, my old ways have not subsided! Lol. Have fun drinking! I'll be working "
0,Getting tiered of 3 hrs of exam.. Wat will happen for 12 and more working hours.. 
0,"Ouch! Thought I could cycle off the Lyrica, but it's still hurting pretty bad.  Time for another massage therapy appt?"
0,Working out then tanning. It seems a tad gloomy today. 
0,and i dont feel good 
4,&quot;The Yiddish Policemen's Union&quot; (M. Chabon): a really cool read. Getting thus to the next item on my Hugo-Winners' list 
0,I have officially become #jealousengage09  
0,I apparently can't figure out how to text pictures to Twitter.  
0,Felt like looking nice today. Now i just feel embarrassed for being dressy. 
0,@ShaneSakata couldn't help LOLing about your riding a bike/holding umbrella! LOL! Everytime saw Mt. Fuji from shinkansen I'd say &quot;1 day&quot; 
0,Tired but cant fall asleep   ~Kay
0,@pocket_poptart my son is taller than me now. he's only 13  he's been measuring himself for the past two years hoping to be taller than me
4,"Will be going home soon, popped good lyrical idea  huhuuu"
4,I HAVE TO WAIT TILL DURING THE WEEK FOR MY NEW PHONE SO IM USING OR DADS IN THE MEAN WHILE 
4,Going out tonight to some baseball game...it gives me a reason to buy Sunflower seeds Yay 
0,has a burnt ear 
4,Can't wait for dadnapped 
0,"- new haircut, it's shorter "
4,@MichelleGoodwin Damn good idea.  The kids could paint it without doing any damage to anything else.  Tomorrow's project. 
0,@StewartKris  At least we got a new picture out of it!
4,"[2/6] exams done  getting there, slowly"
0,Feet are roasting. Actually contemplating sandals. This is what what living in the west end has brought me to. I hate myself 
0,I think it sucks that some peepz press the remove as follower button 
4,im waiting for bleach manga..do u read it too??..im too curious of sui fong's ban kai  
0,Far too tired to function 
4,@__parasite__ hahahaha!!! epic. great minds 
0,In human anatomy bored out of my mindddd!  someone save me.
4,Lets Drop ..Ich hatte gerade K�se auf Toast. Germandoo. Oh the Joy of knowing some words in german  (via twitt.. http://tinyurl.com/dnkko5
4,i was feeling very happyy today.... then i came to work 
0,is hot and heartburny! No more orange juice 
0,@Phee78 I'm sorry Phee  I'm sure it will be okay? Text me if you need to xx
0,@aliasgirl18 i agree i dont know when we are getting the last few in the UK  must find out actually
4,@PinkBerryGirl what's his nuts mentioned you and I on his #ff I'm not making anything special. Sewing on buttons and all that jazz 
0,@cyntjemusic I have to be to work at 8 
0,"Sharks need to be protected, this finning business is shocking "
4,oh my my my myyy?@taylorswift13 my favorite song by you 
0,I think it's unfair that my mom is going to the movies and I don't!!   (She's gonna see 'The Propasal' )
0,omg i feel sooooooo sick right now!!  i have all day!
0,My poor FH; I want his tummy to get better. 
0,@Musojourno yeah I found the same thing  thank you tho!
4,@RayMarie Oh my! I had no idea he smelled like fruit loops. 
4,And I'm quite chuffed: Finally shelled out the cash for my ticket to WWDC.  Now there's just that matter for passport photos &amp; my flight 
4,"Oh, just got over 1100 followers. Thank you to all my new followers, I appreciate it! I hope you enjoy my blog. Let me know "
4,@PatchJacaranda Shit heed 
4,@bounder a hammer and blow torch? 
0,@Schofe can i come work at this morning? i'm bored here. 
0,so very very tired&amp;exhausted 
0,is sitting with nothing to do. 
0,@hossheckler I'm right there with you buddy 
0,I'm quite slow today 
4,lol i think i need some sleep 
0,Kinda bummed I went to the Jonas brothers show to see people and didn't get to see them.  busy bees
4,"I am wrecked again today, *yawwwn*, morning all "
4,"Ted's Bakery for lunch  I didn't, even, know they served anything other than sweets! What to eat? Decisions..decisions.."
4,Simon - Two big proposals to get out this week that I need to immerse myself in. Got some great ideas for them 
0,"oh great, I just broke anothwr piece of the cage. at this rate, four cleanings till I have to buy a new cage for cicer and morgan "
0,applying for jobs 
0,It sucks big time...... 
4,what a beautiful day!! off to shirleys for lunch and a paddle!! 
4,@BKLYN_BBACH lol it makes u a great son for tryin n her a great mother for givin u an A for effort! 
4,"@pat_002 I have an appointment somewhere else, i can't ditch so yeah. heard it was fun though "
0,School is so fricking long. Revision is even longer 
4,@danielshockk wats your email??? wanna add you myspace 
0,I can't sleep. Im scared. I just hope he is okay.  im under a lot of STRESS!
4,Finally got a YouTube Realtime invite 
0,@PassionMD i'm sure it will be amazing! ...i just wish he didn't RUN AWAY!   
0,My head hurts and my stomach hurts and migraines while sleeping are lame. 
4,@Roy300M How's your ideal life coming today?? I've been living mine all day! 
4,"@thesunhasset Well, cheer up Charlie, give us a smile then  hahah"
4,good night ppl 
0,"I think Brians mad at me now, what the faye "
4,@crystalchappell Beautiful day in Indiana. Glad you finally got some sun sent your way  -ash &lt;3
0,At what point should a person be offended for trying to join the service when his own Capt. tells him be should be a politician very  ...!
0,@acc1987fans thats what im afraid of  and that might be another factor why im so emotionally messed up too
4,Time to do some cleanin around the house... AVENTURA TIME!  
4,With @jamminjosh in LA!! Gahh! 
0,@erin82883 oh. i didn't know that! well yay! tmw is too far away. 
4,"Hey, @TomFelton, when you call Timber [if she's far away] do you go &quot;Timbeeeeeeeeeeer&quot; like when trees are felled? I think you should.  ;)"
0,@hoosfoos We had power cuts at the uni yesterday evening - no internet and hot water in Halls. No card access to buildings. No ECS. 
0,having car troubles 
0,Good morning everyone... I am watching a old spin city wishing michael j fox could get better  i love him!
4,@CtripEnglish u know? i really like chinese name of Ctrip. it's good name 
0,Maths GCSE Tommorow  &amp; Then hell Begins for the week. :|
0,"@calisummer lol I tried to swing Irvine.. it's just too impossible.  I cannot miss work, and with the ferry/island, there's no way.  "
0,This sucks. Hiro needs Crimson arc's powers  Frak you Arthur Petrelli!
4,@beriberikix You can actually run Umbraco from a USB stick using VistaDB and Cassini web server 
0,"Ohh snap, I hear Mr. Softy haha Now he wanna come around my way. I was deprived of Mr. Softy growing up.. "
0,@madeofhoney mmkay. i got the perfect compromise. if u join the p.c.  im taking up violin. are u enjoying the moobie?
4,At the party having some drinks 
4,Vote @tommcfly for Mr Twitter Universe  http://bit.ly/VwV6H
0,Hang on a minute... It's National Doughnut Day in the US. Where's ours?  Might be a good announcement to make today Mr Gordon Brown ; )
4,"@SaraJordao all day at home,watching tv, playing piano (like you knew how 2  haha) , don't tell me you tried to read a book?! LOL  jk jk"
0,SIMS 3 is awesome!!!!! except I didn't save and I crashed!  omg http://is.gd/QO0w
0,@johnggauthier I already committed to a coworker's BBQ on that day. Sorry 
4,"@gsellart You should try it, but maybe make it National Carne Asada Day. Free carne asada for everyone! "
4,to the gym! i feel like its gonna be a good workout today 
0,@tallin32 ALL THE COOL KIDS ARE ON THE WEST COAST 
0,@sasatothemax aaaaaaaaaaaa mau dong sa  huhuhu
0,"my mom got mad at me  I need to make my bed. lol, its like 4 in the afternoon and i haven't made my bed "
0,I heard back from Simone Elkeles 2day abt author interview I want 2 do 4 #bloggiesta. She wants 2 do it but is under deadline. 
4,gunna watch some tv now then off to bed! xo 
0,@RaynebowBeauty I really miss the mob on fb it's not the same on myspace 
4,"Twit Me Some Tunes Please: http://bit.ly/diRMr , please re-tweet me   #spotify"
0,wants the womanizer necklace ! 
0,Sitting with a temper bed cover over my bed Reading all my p.e notes. I will not be going outside as I do not enjoy the sun 
0,ouch just got a nasty burn 
0,Lost my headphones tonight.. Lame   1 week till I can get another pair.
0,THE HILLS SEASON FNALE...tonight 
0,"@jcbaggee No &quot;FUCKING&quot; here, tried sticking to the script (as close as I could) misspoke on &quot;tolerable&quot; and &quot;derision&quot; though "
0,Finding myself working again on what is supposed to be my day off.  #fb
4,@garimakohli lol yea they shud go suck balls  and man u really took the kareena kapoor thing to heart na ....lol silly girl
4,@OmgItsGabrielle Your raving with me and @RAWWRkatie get ready  xx
4,"eating, agen  x"
4,"@graham_steel heh, I think &quot;amateur&quot; is fair enough  some of those cloud photos are rather spooky..."
4,Staying up late to fix my damn profile . 
0,@Gavinluvbeyonce Awwww Sad  So How U Been
0,@dougyfly I miss u 
0,@mcflyharry AHHHHHHHHHHHHHHHHHH! EU TE AMO TOO  LOL! A LOOOOOOOT &lt;3
4,Going to bed now... at 10:23AM  whenever I get up I'll start scanning in my sketchbooks.
4,"If you are on I 57 this weekend take Exit 10 to Charleston, MO-Dogwood Azalea Festival .....saturday and sunday "
0,Cleaning my room/packing but UGG! My ankle is KILLING me 
4,@rannau I know!! Yay! They are soooooooo on! I think its really cute how shes dropping hints ever since he left! 
4,@andrewjpan not worth knowing  true.
4,I get to see my gorgeous gf in 21 days! I'm so excited!! 
4,i am so good at contacts!! and i got new glasses too 
0,"@sheaquinn Ugh, I know... I wish I could! "
4,http://twitpic.com/7gcg2 - me with no make-up  lol natural
4,Wondering.....today  ...how flash camp birmingham is going 
4,@NickiGraves ooh have fun! Sing a song for me 
0,"@mrcelebrity I think I've been following you for a bit!  now we're mutual followers, yay!"
0,"would really like vegemite on toast but the vegemite is gone, erin is now sad  mew."
0,Why doesn't anyone answer my tweets i send out  GRRRRR
4,Is going to sleep. Love you!! 
0,I so feel like watching edward scissor hands !! &amp;&amp; so sad I couldn't fine my secret garden vhs  
0,"@solonecesito I agree, &quot;people change and promises are broken...&quot; "
4,I'm back in the sattle again... 
4,"@paulingham Hi, nice to e-meet you too  I'm doing pretty good, how's things with you?"
4,@mariomoraesindy what a way to spend a weekend! haha. Cristal... posh! 
0,have a really sore throat  maybe i got swine flu? .......
4,I am looking at my first twitter screen 
0,@MargotCross: I think the same hyper banning crew at Digg have come to Twitter. 
4,is COMPLETELY CHOKED! 
4,Still recovering from a longg morning yesterday at the Today Show with Taylor Swift!! SO FUNN 
4,@sunnydayescape  yea ian dylan and dylans friend chris. I had to buy him ice cream with me tip money tho lol loser
0,A little bored  My eye hurts a bit   I want noodles
0,"Allergies?!?!?! wtf. only klamath would do this to me. btw..manreet scott and sita, are you studying for bio?? "
4,"@Dizsiz Thank you, you and the rest of the cast were spectacular as well!  I absolutely loved the show!"
0,@trvsbrkr man! I nevr seem2b the rt caller  bet u haven't heard this B4: I wk @Fohi- seriously I do http://yfrog.com/0wwcjkj
4,"@CoyoteTrax Ooh send out the link for ur webcomic review, Q&amp;As i missed it on thurs!! "
0,@mitchelmusso i wish i could go to the cd signing but i can't 
4,@Jenniceg haha yeah naughty underwear &amp; sex toys etc. Great fun for the girls! 
4,@intheloopnyc LOL what time tomorrow would you like to meet up? Lemme know 
4,@shanedawson haha yay We love you too Mr. Shane Dawson 
0,http://twitpic.com/6brs3 - I miss these kids. 
4,"can't you see that i'm the one who understands you, been here all along so why can't you see YOU BELONG WITH ME "
4,Happy like no other ! 
0,On a mundane level missing my iPhone - in for repair - can only Tweet on Mac 
0,"... And, I was the only person who stood up for them. The world is full if spineless cunts. This makes me sad "
4,@Oggsbog So did I Alex but once you get into it you see the point.. so.. get into it! 
0,recommending &quot;paul oakenfold - global underground hong kong&quot; - THANKS GU! I wish I had the entire collection... 
0,Helping one of my TA's modify a client's trip to Disney World. -trying to save them from cancelling- 
4,@MsRivercity thats wut i meant...i can go to it on my phone 
0,@Alena134 she pays for it. i guess she has some say. in this case all the say because she wants my hair gone 
0,Well @jQueryHowto @danwellman that could be much clearer in the docs 
4,hang out with family just now. it was awesome! love them. goodnight awesome people! 
4,ready for tomorrow 
4,@kaypackers440 I love ratatouille... and ice cream 
0,Wow. Great night! Broadway for paddy and allyssas grad night and last night  now to work in 7 hours
